id_player;experiment_condition;turn_token;turn_number;position_clicked;card_clicked;time_game;time_until_match;match;game_ended;board_changed;trials;robot_speech;wrong_card;subject
29;CI;human;28;[2, 1];italy;01:42;00:14;True;False;False;3;geography;False;
29;CI;math;29;[3, 1];equation_2;01:43;00:01;False;False;False;3;False;False;math
29;CI;math;30;[0, 2];result_3;01:44;00:02;False;False;False;2;math;True;math
29;CI;human;31;[1, 0];result_2;01:47;00:05;False;False;False;2;math;False;
29;CI;human;32;[0, 2];result_3;01:48;00:06;False;False;True;3;False;False;
29;CI;human;33;[2, 2];equation_2;01:52;00:10;False;False;False;3;False;False;
29;CI;human;34;[2, 0];france;01:53;00:11;False;False;False;2.5;False;False;
29;CI;human;35;[0, 1];result_4;01:58;00:16;False;False;False;2.5;math;False;
29;CI;human;36;[1, 0];paris;01:59;00:17;False;False;False;2;geography;False;
29;CI;geography;37;[1, 0];paris;02:00;00:18;False;False;False;2;geography;False;geography
29;CI;geography;38;[2, 0];france;02:02;00:20;True;False;False;3;geography;False;geography
29;CI;human;39;[1, 3];equation_4;02:06;00:04;False;False;False;3;math;False;
29;CI;human;40;[2, 2];equation_2;02:14;00:12;False;False;False;2;False;False;
29;CI;human;41;[0, 2];equation_3;02:19;00:17;False;False;False;2;math;False;
29;CI;human;42;[0, 1];result_4;02:24;00:22;False;False;False;1;math;False;
29;CI;human;43;[3, 1];result_2;02:26;00:24;False;False;False;1;False;False;
29;CI;human;44;[1, 3];equation_4;02:32;00:30;False;False;True;3;False;False;
29;CI;human;45;[0, 0];equation_2;02:34;00:32;False;False;False;3;math;False;
29;CI;human;46;[3, 3];equation_3;02:35;00:33;False;False;False;2.5;math;False;
29;CI;math;47;[0, 1];result_4;02:36;00:34;False;False;False;2.5;False;False;math
29;CI;human;48;[1, 2];result_1;02:45;00:43;False;False;False;2;math;False;
29;CI;geography;49;[3, 1];equation_4;02:47;00:45;False;False;False;2;math;False;geography
29;CI;human;50;[1, 3];result_3;02:59;00:57;False;False;False;1.5;math;False;
29;CI;human;51;[0, 1];result_4;03:01;00:59;False;False;False;1.5;math;False;
29;CI;human;52;[3, 1];equation_4;03:01;00:59;True;False;False;2;math;False;
29;CI;human;53;[1, 2];result_1;03:03;00:02;False;False;False;2;math;False;
29;CI;human;54;[2, 2];result_2;03:06;00:05;False;False;False;1;False;False;
29;CI;human;55;[1, 3];result_3;03:07;00:06;False;False;False;1;math;False;
29;CI;human;56;[0, 2];equation_1;03:09;00:08;False;False;True;2;False;False;
29;CI;human;57;[1, 2];result_3;03:11;00:10;False;False;False;2;False;False;
29;CI;human;58;[1, 3];result_2;03:13;00:12;False;False;False;1.5;math;False;
29;CI;human;59;[2, 2];equation_1;03:14;00:13;False;False;False;1.5;False;False;
29;CI;human;60;[0, 0];equation_3;03:18;00:17;False;False;False;1;math;False;
29;CI;human;61;[0, 2];equation_2;03:20;00:19;False;False;False;1;False;False;
29;CI;human;62;[3, 3];result_1;03:21;00:20;False;False;False;0.5;math;False;
29;CI;human;63;[0, 0];equation_3;03:22;00:21;False;False;False;0.5;math;False;
29;CI;human;64;[1, 2];result_3;03:27;00:26;True;False;False;1;math;False;
29;CI;human;65;[1, 3];result_2;03:27;00:00;False;False;False;1;math;False;
29;CI;human;66;[0, 2];equation_2;03:27;00:00;True;False;False;1;math;False;
29;CI;human;67;[3, 3];result_1;03:28;00:01;False;False;False;1;False;False;
29;CI;human;68;[2, 2];equation_1;03:29;00:02;True;True;False;0;False;False;
