id_player;experiment_condition;turn_token;turn_number;position_clicked;card_clicked;time_game;time_until_match;match;game_ended;board_changed;trials;robot_speech;wrong_card;subject
30;II;human;48;[2, 1];madrid;03:11;00:08;False;False;False;2.5;False;False;
30;II;human;49;[1, 2];result_4;03:14;00:11;False;False;False;2.5;math;False;
30;II;human;50;[3, 3];rome;03:20;00:17;False;False;False;2;False;False;
30;II;human;51;[1, 0];italy;03:24;00:21;False;False;False;2;False;False;
30;II;human;52;[3, 3];rome;03:25;00:22;True;False;False;3;geography;False;
30;II;human;53;[2, 0];spain;03:26;00:01;False;False;False;3;False;False;
30;II;human;54;[1, 1];buenos_aires;03:31;00:06;False;False;False;1;geography;False;
30;II;human;55;[2, 3];result_3;03:32;00:07;False;False;False;1;math;False;
30;II;human;56;[1, 2];result_4;03:37;00:12;False;False;True;3;False;False;
30;II;human;57;[1, 2];argentina;03:40;00:15;False;False;False;3;geography;False;
30;II;human;58;[3, 2];equation_3;03:42;00:17;False;False;False;2.5;math;False;
30;II;human;59;[2, 0];result_4;03:46;00:21;False;False;False;2.5;math;False;
30;II;human;60;[1, 1];spain;03:49;00:24;False;False;False;2;False;False;
30;II;geography;61;[2, 2];buenos_aires;03:51;00:26;False;False;False;2;geography;False;geography
30;II;geography;62;[1, 1];spain;03:52;00:27;False;False;False;1;False;True;geography
30;II;human;63;[1, 2];argentina;03:56;00:31;False;False;False;1;geography;False;
30;II;human;64;[0, 1];madrid;04:01;00:36;False;False;True;3;False;False;
30;II;human;65;[1, 1];equation_3;04:03;00:38;False;False;False;3;math;False;
30;II;human;66;[2, 3];buenos_aires;04:08;00:43;False;False;False;2.5;False;False;
30;II;human;67;[1, 2];equation_4;04:19;00:54;False;False;False;2.5;math;False;
30;II;human;68;[0, 1];argentina;04:25;01:00;False;False;False;2;geography;False;
30;II;human;69;[2, 3];buenos_aires;04:25;01:00;False;False;False;2;geography;False;
30;II;human;70;[0, 1];argentina;04:25;01:00;True;False;False;2;geography;False;
30;II;human;71;[2, 0];result_3;04:27;00:02;False;False;False;2;math;False;
30;II;human;72;[2, 1];madrid;04:32;00:07;False;False;False;1.5;geography;False;
30;II;human;73;[1, 2];equation_4;04:33;00:08;False;False;False;1.5;False;False;
30;II;human;74;[2, 2];result_4;04:39;00:14;True;False;False;1;False;False;
30;II;human;75;[3, 2];spain;04:41;00:02;False;False;False;1;geography;False;
30;II;human;76;[2, 1];madrid;04:42;00:03;True;False;False;1;geography;False;
30;II;human;77;[2, 0];result_3;04:43;00:01;False;False;False;1;math;False;
30;II;human;78;[1, 1];equation_3;04:43;00:01;True;True;False;0;False;False;
